pair,word_x,word_y,scores,qtype
start-year,start,year,"[6.0, 10.0, 8.0, 9.0, 8.0, 9.0, 10.0, 9.0, 10.0, 4.0, 10.0, 9.0, 10.0, 8.0, 2.0, 1.0, 8.0, 3.5, 10.0, 7.0, 10.0, 10.0, 8.0, 10.0, 10.0, 9.0, 9.0, 7.0, 8.0, 7.0, 7.0, 1.0, 8.0, 6.0, 9.0, 9.5, 10.0, 9.0, 8.0, 0.0, 3.0, 10.0, 9.0, 6.0, 10.0, 8.0, 8.0, 10.0, 5.0, 4.0]",dis
shower-flood,shower,flood,"[3.0, 9.0, 7.0, 8.0, 8.0, 8.0, 0.0, 9.0, 2.0, 10.0, 5.0, 3.0, 10.0, 10.0, 3.0, 8.0, 6.0, 4.0, 8.0, 4.0, 10.0, 9.0, 5.0, 4.0, 6.0, 6.0, 6.0, 8.0, 7.0, 2.0, 5.0, 8.0, 5.0, 8.0, 4.0, 5.0, 8.0, 7.0, 10.0, 3.0, 10.0, 8.0, 4.0, 10.0, 5.0, 7.0, 5.0, 5.0, 4.0]",dis
seafood-sea,seafood,sea,"[4.0, 2.0, 3.0, 2.0, 2.0, 3.0, 10.0, 3.0, 0.0, 7.0, 8.0, 2.0, 1.0, 0.0, 3.0, 1.0, 1.0, 3.0, 4.0, 3.0, 2.0, 6.0, 0.0, 1.0, 1.0, 7.0, 3.0, 2.0, 1.0, 4.0, 1.0, 2.0, 4.0, 4.0, 2.5, 9.0, 2.0, 1.0, 0.0, 4.0, 9.0, 4.0, 3.0, 2.0, 2.0, 1.0, 3.0, 7.0, 2.0]",dis
school-center,school,center,"[7.0, 8.0, 8.0, 10.0, 8.0, 9.0, 0.0, 5.0, 4.0, 7.0, 5.0, 10.0, 7.0, 1.0, 1.0, 8.0, 7.0, 3.0, 10.0, 10.0, 10.0, 8.0, 5.0, 10.0, 10.0, 6.0, 3.0, 7.0, 6.0, 4.0, 4.0, 8.0, 8.0, 5.0, 2.5, 10.0, 9.0, 9.0, 10.0, 5.0, 10.0, 3.5, 7.0, 10.0, 5.0, 8.0, 10.0, 5.0, 4.0]",dis
record-number,record,number,"[8.0, 3.0, 8.0, 8.0, 5.0, 6.0, 0.0, 4.0, 10.0, 3.0, 3.0, 7.0, 3.0, 2.0, 2.0, 1.0, 9.0, 6.0, 6.0, 6.0, 8.0, 8.0, 4.0, 0.0, 8.0, 9.0, 7.0, 3.0, 2.0, 7.0, 5.0, 5.0, 5.0, 4.0, 9.0, 3.0, 7.0, 8.0, 3.0, 0.0, 1.0, 10.0, 6.0, 4.0, 7.0, 7.0, 5.0, 5.0, 5.0, 5.0]",dis
planet-people,planet,people,"[7.0, 10.0, 8.0, 10.0, 8.0, 9.0, 10.0, 10.0, 3.0, 10.0, 7.0, 10.0, 8.0, 1.0, 3.0, 5.0, 8.0, 9.0, 10.0, 9.0, 10.0, 9.0, 10.0, 9.0, 4.0, 7.0, 5.0, 5.0, 5.0, 1.0, 8.0, 9.0, 4.0, 8.0, 8.0, 4.0, 10.0, 9.0, 10.0, 2.0, 10.0, 7.5, 5.0, 5.0, 8.0, 8.0, 8.0, 5.0, 8.0]",dis
planet-astronomer,planet,astronomer,"[5.0, 3.0, 3.0, 2.0, 4.0, 3.0, 10.0, 2.0, 1.0, 5.0, 4.0, 3.0, 4.0, 0.0, 1.0, 2.0, 1.0, 8.0, 6.0, 4.0, 3.0, 6.0, 0.0, 0.0, 1.0, 7.0, 3.0, 4.0, 2.0, 3.0, 8.0, 3.0, 4.0, 4.0, 4.0, 4.0, 1.0, 5.0, 0.0, 7.0, 2.0, 8.5, 2.0, 1.0, 8.0, 1.0, 3.0, 5.0, 3.0]",dis
movie-star,movie,star,"[6.0, 3.0, 2.0, 9.0, 5.0, 7.0, 10.0, 4.0, 5.0, 1.0, 10.0, 4.0, 6.0, 6.0, 0.0, 0.0, 4.0, 2.0, 7.0, 5.0, 10.0, 4.0, 5.0, 0.0, 9.0, 4.0, 6.0, 5.0, 6.0, 5.0, 9.0, 4.0, 6.0, 4.0, 3.0, 2.0, 5.0, 6.0, 8.0, 2.0, 9.0, 9.0, 2.5, 5.0, 2.0, 5.0, 5.0, 10.0, 2.0, 3.0]",dis
movie-popcorn,movie,popcorn,"[5.0, 6.0, 2.0, 4.0, 5.0, 8.0, 10.0, 5.0, 3.0, 2.0, 9.0, 8.0, 4.7, 5.0, 3.0, 3.0, 2.0, 2.0, 7.0, 6.0, 7.5, 2.0, 8.0, 0.0, 2.0, 2.0, 4.0, 10.0, 3.0, 2.0, 6.0, 4.0, 6.0, 3.0, 4.0, 5.0, 10.0, 1.0, 6.0, 0.0, 10.0, 9.0, 8.0, 5.0, 8.0, 7.0, 6.0, 10.0, 5.0, 2.0]",dis
movie-critic,movie,critic,"[7.0, 6.0, 4.0, 7.0, 4.0, 8.0, 10.0, 5.0, 4.0, 2.0, 7.0, 6.0, 6.0, 5.0, 1.0, 2.0, 5.0, 2.0, 8.0, 7.0, 5.5, 6.0, 8.0, 5.0, 4.0, 4.0, 7.0, 6.0, 5.0, 6.0, 5.0, 8.0, 4.0, 4.0, 3.0, 4.0, 4.0, 2.0, 3.0, 0.0, 9.0, 9.0, 9.0, 6.0, 5.0, 7.0, 5.0, 5.0, 4.0, 5.0]",dis
monk-oracle,monk,oracle,"[4.0, 3.0, 3.0, 3.0, 7.0, 6.0, 0.0, 4.0, 5.0, 2.0, 5.0, 10.0, 9.0, 10.0, 1.0, 7.0, 4.0, 2.0, 6.0, 9.0, 10.0, 8.0, 10.0, 3.0, 4.0, 5.0, 8.0, 8.0, 8.0, 2.0, 5.0, 5.0, 7.0, 9.0, 8.5, 4.0, 6.0, 4.0, 5.0, 2.0, 9.0, 4.5, 1.0, 10.0, 3.0, 2.0, 10.0, 6.0, 3.0]",dis
money-laundering,money,laundering,"[4.0, 4.0, 3.0, 4.0, 5.0, 6.0, 10.0, 4.0, 5.0, 9.0, 6.0, 3.0, 5.0, 8.0, 2.0, 5.0, 9.0, 9.0, 10.0, 5.5, 9.0, 10.0, 0.0, 3.0, 7.0, 5.0, 3.0, 4.0, 8.0, 1.0, 3.0, 9.0, 5.0, 4.0, 8.0, 8.0, 8.0, 2.0, 4.0, 6.0, 10.0, 4.0, 9.0, 5.0, 5.0, 4.0, 7.0, 7.0]",dis
money-cash,money,cash,"[2.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 1.0, 0.0, 8.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 8.0, 0.0, 0.0, 1.0, 3.0, 1.0, 2.0, 1.0, 5.0, 2.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 1.0, 10.0, 10.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 4.0, 1.0]",dis
money-bank,money,bank,"[4.0, 5.0, 2.0, 2.0, 2.0, 2.0, 10.0, 4.0, 1.0, 5.0, 3.0, 3.0, 2.0, 0.0, 5.0, 4.0, 1.0, 2.0, 5.0, 2.0, 5.0, 6.0, 0.0, 0.0, 1.0, 5.0, 6.0, 2.0, 5.0, 4.0, 4.0, 3.0, 3.0, 5.0, 2.5, 5.0, 4.0, 5.0, 0.0, 8.0, 8.0, 2.0, 3.0, 5.0, 4.0, 3.0, 3.0, 4.0, 3.0]",dis
luxury-car,luxury,car,"[4.0, 5.0, 5.0, 7.0, 5.0, 6.0, 10.0, 3.0, 4.0, 7.0, 6.0, 6.0, 8.0, 0.0, 0.0, 3.0, 3.0, 9.0, 6.0, 10.0, 3.0, 5.0, 5.0, 2.0, 7.0, 7.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 6.0, 5.0, 7.0, 5.0, 3.0, 5.0, 2.0, 4.0, 8.0, 6.5, 4.0, 10.0, 5.0, 9.0, 5.0, 2.0, 5.0]",dis
lover-quarrel,lover,quarrel,"[8.0, 7.0, 9.0, 10.0, 8.0, 4.0, 0.0, 6.0, 5.0, 3.0, 8.0, 9.0, 5.0, 5.0, 0.0, 0.0, 9.0, 2.0, 9.0, 10.0, 6.5, 8.0, 9.0, 10.0, 10.0, 4.0, 8.0, 8.0, 9.0, 8.0, 9.0, 5.0, 5.0, 10.0, 7.0, 4.0, 8.0, 9.0, 10.0, 2.0, 5.0, 10.0, 5.0, 3.0, 10.0, 6.0, 7.0, 10.0, 2.0, 8.0]",dis
love-sex,love,sex,"[3.0, 7.0, 3.0, 3.0, 5.0, 6.0, 0.0, 3.0, 8.0, 1.0, 5.0, 5.0, 3.0, 1.0, 1.0, 0.0, 2.0, 4.0, 4.0, 3.0, 2.0, 3.0, 8.0, 3.0, 1.0, 3.0, 4.0, 1.0, 3.0, 4.0, 4.0, 4.0, 2.0, 2.0, 8.0, 4.0, 7.0, 3.0, 1.0, 2.0, 1.0, 4.0, 7.0, 3.0, 9.0, 3.0, 3.0, 5.0, 8.0, 4.0]",dis
gem-jewel,gem,jewel,"[1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 2.0, 4.0, 1.0, 0.0, 7.0, 1.0, 1.0, 0.0, 2.0, 1.0, 2.0, 3.0, 0.0, 0.0, 1.0, 2.0, 1.0, 4.0, 2.0, 6.0, 2.0, 1.0, 2.0, 1.0, 0.0, 10.0, 0.0, 1.0, 0.0, 1.0, 4.0, 4.0, 1.0, 1.0, 2.0, 0.0, 2.0, 5.0, 1.0]",dis
game-team,game,team,"[4.0, 5.0, 4.0, 6.0, 5.0, 3.0, 0.0, 4.0, 2.0, 5.0, 3.0, 5.0, 5.0, 0.0, 5.0, 2.0, 2.0, 7.0, 7.0, 8.0, 3.0, 6.0, 0.0, 0.0, 3.0, 6.0, 5.0, 3.0, 2.0, 1.0, 7.0, 8.0, 4.0, 4.0, 3.0, 5.0, 3.0, 6.0, 0.0, 4.0, 5.0, 1.5, 3.0, 5.0, 4.0, 6.0, 4.0, 4.0, 3.0]",dis
game-round,game,round,"[4.0, 7.0, 2.0, 1.0, 8.0, 4.0, 10.0, 3.0, 10.0, 2.0, 5.0, 4.0, 4.0, 5.0, 0.0, 2.0, 9.0, 6.0, 3.0, 10.0, 6.0, 10.0, 8.0, 2.0, 3.0, 5.0, 6.0, 5.0, 9.0, 8.0, 4.0, 5.0, 3.0, 4.0, 4.0, 3.5, 4.0, 7.0, 5.0, 10.0, 7.0, 10.0, 3.0, 4.0, 5.0, 9.0, 3.0, 5.0, 1.0, 3.0]",dis
game-defeat,game,defeat,"[7.0, 3.0, 3.0, 8.0, 5.0, 7.0, 10.0, 5.0, 3.0, 7.0, 7.0, 7.0, 5.0, 0.0, 2.0, 5.0, 6.2, 8.0, 5.0, 7.5, 2.0, 9.0, 5.0, 1.0, 3.0, 7.0, 10.0, 2.0, 6.0, 6.0, 3.0, 4.0, 4.0, 7.0, 4.0, 7.0, 8.0, 5.0, 10.0, 8.0, 9.0, 5.0, 3.0, 10.0, 5.0, 6.0, 5.0, 4.0, 4.0]",dis
food-preparation,food,preparation,"[6.0, 5.0, 6.0, 8.0, 5.0, 7.0, 5.0, 2.0, 8.0, 6.0, 5.0, 8.0, 2.0, 3.0, 4.0, 4.0, 10.0, 5.0, 9.0, 4.0, 9.0, 0.0, 1.0, 3.0, 7.0, 3.0, 3.0, 6.0, 4.0, 2.0, 6.0, 4.0, 5.0, 3.0, 5.0, 6.0, 8.0, 2.0, 5.0, 8.0, 3.0, 2.0, 5.0, 7.0, 7.0, 5.0, 6.0, 6.0]",dis
food-fruit,food,fruit,"[2.0, 0.0, 3.0, 2.0, 2.0, 1.0, 0.0, 2.0, 1.0, 3.0, 3.0, 1.0, 1.0, 0.0, 5.0, 1.0, 1.0, 2.0, 5.0, 1.0, 3.0, 5.0, 0.0, 0.0, 1.0, 6.0, 2.0, 4.0, 2.0, 6.0, 1.0, 2.0, 3.0, 1.0, 3.0, 1.0, 4.0, 1.0, 0.0, 5.0, 5.0, 1.0, 1.0, 5.0, 2.0, 1.0, 3.0, 4.0, 2.0]",dis
family-planning,family,planning,"[7.0, 9.0, 4.0, 3.0, 8.0, 6.0, 10.0, 3.0, 2.0, 8.0, 7.0, 5.0, 8.0, 0.0, 1.0, 5.0, 6.0, 9.0, 8.0, 10.0, 5.0, 8.0, 0.0, 1.0, 3.0, 8.0, 6.0, 5.0, 4.0, 4.0, 4.0, 9.0, 6.0, 5.0, 10.0, 4.0, 5.0, 6.0, 10.0, 2.0, 10.0, 5.0, 5.0, 10.0, 6.0, 8.0, 10.0, 4.0, 4.0]",dis
drink-ear,drink,ear,"[9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 9.0, 8.0, 10.0, 10.0, 10.0, 0.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 9.0, 10.0, 9.0, 8.0, 0.0, 5.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 0.0, 6.0, 10.0, 8.0, 8.0, 10.0, 8.0, 10.0, 10.0, 8.0, 10.0]",dis
dollar-yen,dollar,yen,"[2.0, 6.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 3.0, 6.0, 2.0, 1.0, 3.0, 1.0, 4.0, 4.0, 0.0, 0.0, 1.0, 4.0, 2.0, 5.0, 7.0, 6.0, 2.0, 2.0, 3.0, 4.0, 4.0, 3.0, 4.0, 5.0, 0.0, 4.0, 7.0, 3.5, 3.0, 5.0, 2.0, 1.0, 1.0, 2.0, 4.0]",dis
dollar-profit,dollar,profit,"[3.0, 7.0, 1.0, 3.0, 1.0, 3.0, 0.0, 1.0, 6.0, 2.0, 6.0, 6.0, 3.0, 4.0, 0.0, 5.0, 3.0, 0.0, 5.0, 7.0, 3.0, 2.0, 3.0, 0.0, 2.0, 2.0, 4.0, 0.0, 3.0, 6.0, 3.0, 5.0, 2.0, 1.0, 4.0, 4.0, 8.0, 2.0, 5.0, 0.0, 8.0, 9.0, 6.0, 3.0, 7.0, 2.0, 4.0, 7.0, 4.0, 3.0]",dis
doctor-nurse,doctor,nurse,"[2.0, 8.0, 3.0, 8.0, 3.0, 4.0, 0.0, 4.0, 5.0, 4.0, 5.0, 3.0, 3.0, 2.0, 0.0, 5.0, 1.0, 2.0, 2.0, 3.0, 1.0, 8.0, 4.0, 0.0, 1.0, 2.0, 4.0, 4.0, 2.0, 5.0, 7.0, 5.0, 2.0, 3.0, 3.0, 1.5, 8.0, 4.0, 3.0, 0.0, 8.0, 9.0, 3.0, 1.0, 5.0, 2.0, 5.0, 3.0, 7.0, 4.0]",dis
deployment-departure,deployment,departure,"[3.0, 1.0, 3.0, 0.0, 1.0, 2.0, 0.0, 2.0, 1.0, 5.0, 4.0, 2.0, 2.0, 9.0, 6.0, 3.0, 2.0, 1.0, 2.0, 3.0, 2.0, 3.0, 0.0, 0.0, 1.0, 3.0, 1.0, 5.0, 5.0, 2.0, 5.0, 9.0, 5.0, 2.0, 1.0, 0.0, 1.0, 4.0, 0.0, 5.0, 1.0, 3.5, 2.0, 10.0, 2.0, 8.0, 4.0, 6.0, 1.0]",dis
delay-racism,delay,racism,"[9.0, 10.0, 9.0, 10.0, 8.0, 9.0, 10.0, 10.0, 8.0, 10.0, 9.0, 10.0, 10.0, 10.0, 0.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 9.0, 10.0, 8.0, 8.0, 4.0, 4.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 5.0, 10.0, 10.0, 5.0, 10.0, 9.0, 10.0, 10.0, 4.0, 9.0]",dis
delay-news,delay,news,"[7.0, 10.0, 8.0, 10.0, 8.0, 9.0, 10.0, 5.0, 2.0, 5.0, 9.0, 7.0, 10.0, 8.0, 2.0, 8.0, 9.0, 10.0, 8.0, 10.0, 10.0, 9.0, 10.0, 7.0, 6.0, 9.0, 9.0, 4.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 10.0, 8.0, 9.0, 9.0, 10.0, 5.0, 10.0, 6.5, 7.0, 10.0, 7.0, 10.0, 10.0, 4.0, 5.0]",dis
cup-object,cup,object,"[7.0, 0.0, 4.0, 8.0, 5.0, 1.0, 10.0, 0.0, 0.0, 0.0, 8.0, 4.0, 4.8, 1.0, 1.0, 3.0, 2.0, 4.3, 3.0, 10.0, 3.0, 6.0, 2.0, 0.0, 0.0, 7.0, 7.0, 2.0, 4.0, 3.0, 2.0, 5.0, 3.0, 3.0, 5.0, 5.0, 6.0, 5.0, 4.0, 10.0, 5.0, 10.0, 1.0, 3.0, 10.0, 3.0, 3.0, 5.0, 5.0, 7.0]",dis
cup-drink,cup,drink,"[4.0, 8.0, 5.0, 1.0, 3.0, 3.0, 0.0, 2.0, 1.0, 6.0, 6.0, 2.0, 1.0, 1.0, 5.0, 3.0, 1.0, 7.0, 4.0, 6.5, 3.0, 9.0, 5.0, 1.0, 1.0, 7.0, 3.0, 6.0, 4.0, 7.0, 3.0, 6.0, 4.0, 5.0, 2.5, 3.0, 3.0, 3.0, 0.0, 4.0, 7.0, 7.0, 5.0, 2.0, 5.0, 4.0, 3.0, 5.0, 2.0]",dis
coast-shore,coast,shore,"[2.0, 2.0, 6.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.5, 0.0, 0.0, 5.0, 1.0, 1.5, 1.0, 2.0, 1.0, 2.0, 4.0, 0.0, 0.0, 1.0, 2.0, 1.0, 6.0, 3.0, 4.0, 6.0, 0.0, 0.0, 5.0, 0.5, 2.0, 0.0, 2.0, 0.0, 5.0, 1.0, 1.0, 3.0, 0.0, 2.0, 0.0, 2.0, 2.0, 1.0]",dis
century-nation,century,nation,"[8.0, 10.0, 7.0, 10.0, 5.0, 9.0, 10.0, 9.0, 10.0, 2.0, 10.0, 7.0, 9.0, 9.0, 9.0, 0.0, 9.0, 6.0, 10.0, 9.0, 10.0, 10.0, 5.0, 10.0, 10.0, 10.0, 8.0, 10.0, 7.0, 8.0, 6.0, 6.0, 7.0, 8.0, 2.0, 10.0, 10.0, 10.0, 10.0, 10.0, 5.0, 10.0, 10.0, 7.0, 10.0, 9.0, 9.0, 10.0, 5.0, 8.0]",dis
cemetery-woodland,cemetery,woodland,"[7.0, 6.0, 8.0, 10.0, 8.0, 9.0, 10.0, 10.0, 4.0, 9.0, 8.0, 9.0, 7.0, 9.0, 0.0, 9.0, 6.0, 10.0, 10.0, 10.0, 10.0, 9.0, 8.0, 10.0, 10.0, 8.0, 9.0, 7.0, 7.0, 2.0, 5.0, 9.0, 8.0, 9.0, 10.0, 10.0, 8.0, 10.0, 10.0, 4.0, 10.0, 10.0, 7.0, 10.0, 3.0, 10.0, 10.0, 4.0, 8.0]",dis
bread-butter,bread,butter,"[5.0, 8.0, 4.0, 5.0, 5.0, 7.0, 10.0, 4.0, 2.0, 5.0, 6.0, 4.0, 2.0, 0.0, 1.0, 3.0, 2.0, 9.0, 5.0, 9.0, 6.0, 9.0, 0.0, 4.0, 2.0, 7.0, 9.0, 3.0, 3.0, 1.0, 4.0, 2.0, 6.0, 5.0, 4.0, 6.0, 4.0, 4.0, 0.0, 5.0, 10.0, 7.0, 5.0, 10.0, 5.0, 2.0, 10.0, 5.0, 7.0]",dis
bed-closet,bed,closet,"[8.0, 10.0, 5.0, 6.0, 5.0, 9.0, 10.0, 10.0, 4.0, 9.0, 7.0, 10.0, 10.0, 7.0, 2.0, 6.0, 3.5, 8.0, 8.0, 9.5, 10.0, 9.0, 5.0, 5.0, 3.0, 8.0, 4.0, 6.0, 5.0, 5.0, 5.0, 4.0, 5.0, 8.0, 9.0, 5.0, 7.0, 6.0, 1.0, 3.0, 10.0, 7.0, 3.0, 10.0, 8.0, 6.0, 5.0, 8.0, 3.0]",dis
baby-mother,baby,mother,"[3.0, 4.0, 6.0, 3.0, 5.0, 7.0, 0.0, 0.0, 0.0, 5.0, 6.0, 4.0, 4.0, 0.0, 6.0, 2.0, 1.0, 9.0, 5.0, 2.0, 3.0, 9.0, 0.0, 1.0, 1.0, 7.0, 6.0, 3.0, 5.0, 8.0, 2.0, 5.0, 8.0, 4.0, 4.0, 4.0, 3.0, 4.0, 0.0, 8.0, 10.0, 3.0, 3.0, 2.0, 3.0, 4.0, 5.0, 5.0, 2.0]",dis
arrival-hotel,arrival,hotel,"[7.0, 8.0, 3.0, 10.0, 8.0, 4.0, 10.0, 10.0, 2.0, 8.0, 7.0, 9.0, 8.0, 1.0, 1.0, 4.0, 4.0, 9.0, 8.0, 9.5, 8.0, 5.0, 4.0, 6.0, 8.0, 9.0, 8.0, 6.0, 7.0, 5.0, 5.0, 6.0, 8.0, 4.0, 7.0, 7.0, 9.0, 2.0, 6.0, 10.0, 2.0, 5.0, 10.0, 9.0, 6.0, 10.0, 8.0, 4.0]",dis
announcement-warning,announcement,warning,"[6.0, 5.0, 2.0, 4.0, 2.0, 3.0, 10.0, 4.0, 5.0, 2.0, 4.0, 3.0, 5.0, 2.0, 1.0, 5.0, 5.0, 2.0, 4.0, 5.0, 4.0, 5.0, 2.0, 10.0, 3.0, 2.0, 2.0, 3.0, 9.0, 7.0, 4.0, 5.0, 1.0, 2.0, 3.0, 4.0, 5.0, 4.0, 5.0, 0.0, 6.0, 5.0, 3.5, 1.0, 1.0, 2.0, 3.0, 2.0, 5.0, 5.0]",dis
announcement-production,announcement,production,"[6.0, 10.0, 8.0, 9.0, 5.0, 8.0, 0.0, 9.0, 10.0, 4.0, 8.0, 9.0, 9.0, 10.0, 9.0, 1.0, 8.0, 0.0, 8.0, 10.0, 10.0, 10.0, 6.0, 10.0, 8.0, 10.0, 8.0, 8.0, 7.0, 8.0, 3.0, 5.0, 9.0, 8.0, 7.0, 10.0, 9.0, 9.0, 10.0, 10.0, 2.0, 10.0, 8.0, 6.0, 10.0, 7.0, 8.0, 8.0, 4.0, 10.0]",dis
announcement-news,announcement,news,"[3.0, 7.0, 3.0, 1.0, 2.0, 2.0, 0.0, 4.0, 1.0, 2.0, 3.0, 5.0, 2.0, 0.0, 5.0, 6.0, 1.0, 1.0, 2.0, 1.0, 4.0, 6.0, 0.0, 0.0, 1.0, 2.0, 1.0, 7.0, 5.0, 7.0, 5.0, 4.0, 3.0, 3.0, 1.0, 2.0, 2.0, 5.0, 2.0, 7.0, 1.0, 1.5, 1.0, 6.0, 2.0, 0.0, 3.0, 4.0, 1.0]",dis
aluminum-metal,aluminum,metal,"[1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 3.0, 2.0, 3.0, 0.0, 0.0, 1.0, 5.0, 1.0, 2.0, 2.0, 1.0, 3.0, 4.0, 0.0, 0.0, 1.0, 6.0, 2.0, 3.0, 6.0, 9.0, 5.0, 1.0, 3.0, 1.0, 3.0, 4.0, 3.0, 1.0, 0.0, 2.0, 9.0, 1.5, 2.0, 1.0, 2.0, 0.0, 10.0, 3.0, 2.0]",dis
Mars-scientist,Mars,scientist,"[6.0, 8.0, 3.0, 7.0, 5.0, 7.0, 0.0, 6.0, 3.0, 3.0, 9.0, 9.0, 5.0, 2.0, 1.0, 1.0, 2.0, 1.0, 7.0, 6.0, 8.0, 8.0, 8.0, 5.0, 9.0, 7.0, 6.0, 8.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 8.0, 8.0, 6.0, 0.0, 5.0, 9.0, 10.0, 5.0, 9.0, 7.0, 9.0, 10.0, 6.0, 3.0]",dis
FBI-investigation,FBI,investigation,"[2.0, 3.0, 0.0, 0.5, 2.0, 1.0, 10.0, 2.0, 0.0, 0.0, 5.0, 6.0, 4.3, 1.0, 0.0, 4.0, 1.0, 0.0, 2.0, 7.0, 2.0, 2.0, 4.0, 0.0, 1.0, 2.0, 3.0, 0.0, 3.0, 1.0, 9.0, 7.0, 3.0, 2.0, 4.0, 2.0, 0.0, 2.0, 3.0, 0.0, 10.0, 5.0, 1.0, 0.0, 1.0, 2.0, 0.0, 7.0, 1.0, 2.0]",dis
Arafat-Jackson,Arafat,Jackson,"[7.0, 10.0, 8.0, 10.0, 10.0, 9.0, 10.0, 10.0, 6.5, 10.0, 7.0, 5.0, 10.0, 10.0, 0.0, 8.0, 6.0, 8.0, 7.0, 10.0, 10.0, 8.0, 0.0, 10.0, 5.0, 9.0, 9.0, 7.0, 9.0, 5.0, 8.0, 9.0, 5.0, 9.0, 10.0, 4.0, 10.0, 10.0, 5.0, 5.0, 10.0, 10.0, 9.0, 10.0, 3.0, 7.0, 5.0, 5.0, 5.0]",dis
war-troops,war,troops,"[1.0, 3.0, 0.5, 3.0, 2.0, 0.0, 1.0, 1.0, 3.0, 1.5, 2.0, 1.0, 1.0, 2.0, 0.0, 3.0, 6.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 2.0, 3.0, 0.0, 2.0, 2.0, 0.0, 1.0, 2.0, 10.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 0.0, 4.5, 3.0, 1.0, 2.0]",dis
vodka-brandy,vodka,brandy,"[1.0, 3.0, 2.5, 4.0, 2.0, 0.0, 2.0, 3.0, 2.0, 3.0, 4.0, 2.0, 6.0, 2.5, 0.0, 2.0, 3.0, 2.0, 4.0, 2.0, 3.0, 2.0, 4.0, 3.0, 3.0, 1.0, 3.0, 4.0, 4.0, 3.0, 1.0, 3.0, 2.0, 3.0, 2.0, 2.0, 8.0, 0.0, 8.0, 5.0, 4.0, 3.0, 0.0, 2.0, 3.0, 3.0, 3.0, 4.0, 1.5, 1.0]",dis
type-kind,type,kind,"[3.5, 1.0, 0.5, 1.0, 3.0, 4.0, 0.0, 1.0, 0.0, 2.0, 5.0, 2.0, 2.0, 0.5, 0.0, 3.0, 8.0, 5.0, 1.0, 0.0, 6.0, 10.0, 5.0, 1.0, 1.0, 6.0, 8.0, 1.0, 2.0, 2.0, 0.0, 1.0, 2.0, 9.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 8.0, 3.0, 2.0, 1.0, 0.0, 0.0, 2.5, 1.0, 0.2, 0.0]",dis
tool-implement,tool,implement,"[2.0, 2.0, 3.5, 2.0, 4.0, 1.0, 8.0, 4.0, 2.0, 4.5, 3.0, 5.0, 6.0, 6.5, 3.0, 5.5, 7.0, 1.0, 2.0, 1.0, 5.0, 10.0, 1.0, 1.0, 3.0, 1.0, 2.0, 10.0, 2.0, 4.0, 2.0, 4.0, 6.0, 0.0, 2.0, 8.0, 1.0, 0.0, 8.0, 5.0, 7.0, 1.0, 5.0, 7.0, 1.0, 3.0, 7.5, 2.0, 3.0, 0.5]",dis
tiger-fauna,tiger,fauna,"[2.0, 2.0, 2.0, 6.0, 4.0, 8.0, 10.0, 8.0, 3.0, 7.0, 2.0, 4.0, 10.0, 1.5, 2.0, 5.0, 2.0, 4.0, 5.0, 2.0, 8.0, 9.0, 9.0, 10.0, 3.0, 10.0, 2.0, 10.0, 3.0, 6.0, 6.0, 10.0, 8.0, 4.0, 3.0, 8.0, 0.0, 0.0, 10.0, 3.0, 6.0, 9.0, 0.0, 6.0, 1.0, 10.0, 8.0, 2.0, 4.5, 1.5]",dis
